construction_type,occupancy_type,story_min,story_max,sqft_min,sqft_max,foundation_type,flood_peril_type,damage_function_id,Duration,Base Type
M,RES3A,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES3A,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES3A,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES3A,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES3A,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES3A,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES3A,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES3A,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES3A,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES3A,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES3A,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES3A,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES3A,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES3A,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES3A,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3A,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3A,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3A,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3A,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3A,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3A,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3A,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3A,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3A,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3A,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3A,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3A,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3A,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3A,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3A,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3A,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3A,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3A,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3A,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3A,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES3A,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES3A,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES3A,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES3A,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3A,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3A,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3A,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3A,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3A,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3A,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3A,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3A,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3A,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3A,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3A,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3A,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3A,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3A,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3A,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3A,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3A,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3A,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3A,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3A,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES3B,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3B,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3B,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3B,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3B,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3B,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3B,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3B,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3B,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3B,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3B,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3B,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3B,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3B,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3B,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3B,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3B,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3B,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3B,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3B,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3B,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3B,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3B,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3B,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES3B,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES3B,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES3B,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES3B,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES3B,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES3B,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES3B,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES3B,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES3B,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES3B,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES3B,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES3B,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES3B,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES3B,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES3B,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES3B,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES3B,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3B,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3B,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3B,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3B,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3B,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3B,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3B,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES3B,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES3B,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES3B,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES3B,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES3B,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES3B,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES3B,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES3B,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES3B,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES3B,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES3B,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES3B,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES3B,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES3B,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES3B,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES3B,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES3B,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES3B,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES3B,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES3B,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES3B,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES3B,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES3B,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES3B,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES3B,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES3B,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES3B,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES3B,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES3B,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES3B,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES3B,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES3B,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES3B,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES3B,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES3B,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES3B,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3B,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3B,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3B,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3B,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3B,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3B,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3B,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3B,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3B,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3B,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3B,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3B,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3B,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3B,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3B,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3B,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3B,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3B,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3B,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3B,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES3B,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES3B,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES3B,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES3B,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3B,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3B,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3B,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3B,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3B,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3B,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3B,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3B,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3B,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3B,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3B,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3B,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3B,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3B,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3B,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3B,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3B,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3B,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3B,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3B,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES3C,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3C,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3C,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3C,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3C,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3C,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3C,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3C,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3C,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3C,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3C,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3C,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3C,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3C,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3C,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3C,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3C,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3C,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3C,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3C,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3C,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3C,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3C,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3C,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES3C,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES3C,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES3C,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES3C,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES3C,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES3C,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES3C,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES3C,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES3C,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES3C,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES3C,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES3C,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES3C,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES3C,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES3C,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES3C,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES3C,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3C,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3C,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3C,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3C,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3C,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3C,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3C,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES3C,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES3C,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES3C,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES3C,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES3C,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES3C,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES3C,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES3C,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES3C,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES3C,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES3C,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES3C,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES3C,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES3C,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES3C,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES3C,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES3C,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES3C,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES3C,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES3C,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES3C,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES3C,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES3C,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES3C,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES3C,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES3C,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES3C,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES3C,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES3C,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES3C,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES3C,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES3C,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES3C,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES3C,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES3C,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES3C,1.0,3.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3C,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3C,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3C,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3C,1.0,3.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3C,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3C,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3C,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3C,1.0,3.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3C,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3C,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3C,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3C,1.0,3.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3C,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3C,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3C,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3C,1.0,3.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3C,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3C,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3C,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3C,1.0,3.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES3C,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
M,RES3C,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
S,RES3C,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
W,RES3C,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3C,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3C,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3C,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3C,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3C,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3C,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3C,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3C,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3C,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3C,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3C,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3C,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3C,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3C,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3C,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3C,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3C,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3C,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3C,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3C,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES3D,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3D,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3D,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3D,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3D,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3D,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3D,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3D,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3D,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES3D,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES3D,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES3D,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES3D,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES3D,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES3D,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES3D,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES3D,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES3D,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES3D,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES3D,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES3D,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES3D,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES3D,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES3D,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
